name,selected,shared.name,symbol,moduleColor,Abs.GS.flux.,MM.darkred,node_type,source
AN11377,false,AN11377,AN11377,red,0.29291,-0.5121226,Target,NA
AN11378,false,AN11378,AN11378,NA,NA,NA,NA,NA
AN1138,false,AN1138,qutD,blue,0.03291757,-0.04882172,Target,NA
AN11387,false,AN11387,AN11387,NA,NA,NA,NA,NA
AN11389,false,AN11389,AN11389,NA,NA,NA,NA,NA
AN1139,false,AN1139,qutH,turquoise,0.3242057,-0.1405087,Target,NA
AN11391,false,AN11391,AN11391,NA,NA,NA,NA,NA
AN11395,false,AN11395,AN11395,darkmagenta,0.4878862,0.4723838,Target,NA
AN1140,false,AN1140,qutC,NA,NA,NA,NA,NA
AN11406,false,AN11406,AN11406,darkturquoise,0.03384379,0.02375536,Target,NA
AN11408,false,AN11408,AN11408,NA,NA,NA,NA,NA
AN11411,false,AN11411,AN11411,green,0.05655644,0.2638074,Target,NA
AN11419,false,AN11419,AN11419,green,0.07284974,0.1414956,Target,NA
AN1142,false,AN1142,AN1142,NA,NA,NA,NA,NA
AN11425,false,AN11425,AN11425,purple,0.1959597,0.2596648,Target,NA
AN1143,false,AN1143,AN1143,darkturquoise,0.05759869,0.3266904,Target,NA
AN11431,false,AN11431,AN11431,NA,NA,NA,NA,NA
AN11432,false,AN11432,AN11432,NA,NA,NA,NA,NA
AN11435,false,AN11435,AN11435,NA,NA,NA,NA,NA
AN11436,false,AN11436,AN11436,saddlebrown,0.1188591,0.2005324,Target,NA
AN11437,false,AN11437,AN11437,NA,NA,NA,NA,NA
AN11438,false,AN11438,AN11438,NA,NA,NA,NA,NA
AN11439,false,AN11439,AN11439,NA,NA,NA,NA,NA
AN1144,false,AN1144,AN1144,turquoise,0.05179649,0.1037359,Target,NA
AN11442,false,AN11442,AN11442,NA,NA,NA,NA,NA
AN11444,false,AN11444,AN11444,red,0.4680826,-0.5941045,Target,NA
AN1145,false,AN1145,AN1145,NA,NA,NA,NA,NA
AN11455,false,AN11455,AN11455,NA,NA,NA,NA,NA
AN11456,false,AN11456,AN11456,turquoise,0.2516687,-0.2175753,Target,NA
AN11461,false,AN11461,AN11461,turquoise,0.4578523,-0.5784908,Target,NA
AN11468,false,AN11468,AN11468,NA,NA,NA,NA,NA
AN1147,false,AN1147,AN1147,turquoise,0.5409928,-0.3801092,Target,NA
AN11471,false,AN11471,AN11471,NA,NA,NA,NA,NA
AN11475,false,AN11475,AN11475,NA,NA,NA,NA,NA
AN11476,false,AN11476,AN11476,NA,NA,NA,NA,NA
AN11477,false,AN11477,AN11477,NA,NA,NA,NA,NA
AN1148,false,AN1148,AN1148,turquoise,0.4701117,-0.5489561,Phosphatase,Metallo-dependent phosphatase SUPERFAMILY SSF56300
AN11487,false,AN11487,AN11487,steelblue,0.1315468,-0.128423,Target,NA
AN11489,false,AN11489,AN11489,turquoise,0.2681387,-0.324871,Target,NA
AN1149,false,AN1149,AN1149,cyan,0.2288766,-0.6560081,Target,NA
AN11495,false,AN11495,AN11495,NA,NA,NA,NA,NA
AN11499,false,AN11499,AN11499,darkturquoise,0.059349,-0.2427191,Target,NA
AN1150,false,AN1150,orn7,black,0.069534587,-0.325019649,Target,NA
AN11500,false,AN11500,AN11500,darkorange,0.1514541,-0.5120193,Target,NA
AN1151,false,AN1151,AN1151,darkorange,0.08502371,-0.4543124,Target,NA
AN11510,false,AN11510,AN11510,NA,NA,NA,NA,NA
AN11511,false,AN11511,AN11511,NA,NA,NA,NA,NA
AN1152,false,AN1152,AN1152,cyan,0.4868823,-0.7548594,Target,NA
AN1153,false,AN1153,AN1153,NA,NA,NA,NA,NA
AN11533,false,AN11533,AN11533,NA,NA,NA,NA,NA
AN1154,false,AN1154,AN1154,darkgreen,0.08337904,0.03302489,Target,NA
AN11541,false,AN11541,AN11541,NA,NA,NA,NA,NA
AN11543,false,AN11543,AN11543,darkolivegreen,0.3080864,-0.3229821,Target,NA
AN11551,false,AN11551,AN11551,NA,NA,NA,NA,NA
AN1156,false,AN1156,pxdA,darkred,0.6207492,0.7107917,Target,NA
AN11563,false,AN11563,AN11563,blue,0.2002346,0.01575902,Target,NA
AN11565,false,AN11565,AN11565,red,0.4868015,-0.5282182,Target,NA
AN11568,false,AN11568,AN11568,turquoise,0.04140389,-0.06575337,Target,NA
AN1157,false,AN1157,gle1,blue,0.238087,0.07094466,Target,NA
AN11570,false,AN11570,AN11570,NA,NA,NA,NA,NA
AN11574,false,AN11574,AN11574,NA,NA,NA,NA,NA
AN1158,false,AN1158,AN1158,black,0.361159164,-0.25056804,Target,NA
AN11581,false,AN11581,AN11581,NA,NA,NA,NA,NA
AN11584,false,AN11584,dbaC,NA,NA,NA,NA,NA
AN11585,false,AN11585,AN11585,NA,NA,NA,NA,NA
AN1159,false,AN1159,AN1159,darkred,0.06199491,0.461428,Target,NA
AN11590,false,AN11590,AN11590,NA,NA,NA,NA,NA
AN11597,false,AN11597,AN11597,darkgreen,0.1701921,0.422157,Target,NA
AN1160,false,AN1160,AN1160,red,0.5217598,-0.5292253,Target,NA
AN11609,false,AN11609,AN11609,darkgreen,0.1455389,0.2888008,Target,NA
AN1161,false,AN1161,AN1161,darkgreen,0.008072822,0.1837907,Target,NA
AN1162,false,AN1162,AN1162,green,0.2774463,-0.33112,Target,NA
AN11621,false,AN11621,AN11621,NA,NA,NA,NA,NA
AN11623,false,AN11623,AN11623,brown,0.02176364,-0.1774096,Target,NA
AN11624,false,AN11624,AN11624,NA,NA,NA,NA,NA
AN1163,false,AN1163,AN1163,red,0.4694967,-0.7505695,Target,NA
AN11630,false,AN11630,AN11630,red,0.488049,-0.787549,Target,NA
AN11631,false,AN11631,AN11631,yellowgreen,0.4033978,-0.5529654,Target,NA
AN11632,false,AN11632,AN11632,blue,0.498530329,0.460615863,Target,NA
AN1164,false,AN1164,AN1164,purple,0.06312158,0.1294004,Target,NA
AN11641,false,AN11641,AN11641,NA,NA,NA,NA,NA
AN11647,false,AN11647,AN11647,NA,NA,NA,NA,NA
AN1165,false,AN1165,tsc10,darkorange,0.1460734,-0.3891832,Target,NA
AN1166,false,AN1166,AN1166,green,0.11191,0.319847,Target,NA
AN1167,false,AN1167,AN1167,red,0.6072949,-0.8195047,Target,NA
AN11670,false,AN11670,AN11670,NA,NA,NA,NA,NA
AN11673,false,AN11673,AN11673,NA,NA,NA,NA,NA
AN11679,false,AN11679,mndC,skyblue,0.001566379,-0.09067658,Target,NA
AN1168,false,AN1168,cch1,purple,0.1111491,0.3575914,Target,NA
AN11680,false,AN11680,mndC,NA,NA,NA,NA,NA
AN11681,false,AN11681,AN11681,NA,NA,NA,NA,NA
AN11684,false,AN11684,ubp16,black,0.189239441,0.108973212,Target,NA
AN11685,false,AN11685,AN11685,darkgreen,0.01559331,0.4103357,Target,NA
AN11686,false,AN11686,AN11686,NA,NA,NA,NA,NA
AN11687,false,AN11687,AN11687,darkgreen,0.03718261,0.3356124,Target,NA
AN11688,false,AN11688,AN11688,darkred,0.6527568,0.9240503,Target,NA
AN11689,false,AN11689,AN11689,NA,NA,NA,NA,NA
AN1169,false,AN1169,AN1169,darkred,0.3589344,0.335936,Target,NA
AN11691,false,AN11691,AN11691,purple,0.07063744,0.1354109,Target,NA
AN11692,false,AN11692,AN11692,darkturquoise,0.1564078,-0.06288572,Target,NA
AN11693,false,AN11693,AN11693,green,0.01897431,0.2197498,Target,NA
AN11694,false,AN11694,AN11694,turquoise,0.2402702,-0.3837931,Target,NA
AN11695,false,AN11695,AN11695,NA,NA,NA,NA,NA
AN11696,false,AN11696,AN11696,steelblue,0.05608901,-0.1840697,Target,NA
AN11697,false,AN11697,AN11697,darkgreen,0.2646214,0.1579428,Target,NA
AN11698,false,AN11698,AN11698,NA,NA,NA,NA,NA
AN11699,false,AN11699,AN11699,saddlebrown,0.1792099,-0.309042,Target,NA
AN1170,false,AN1170,clrD,royalblue,0.17834,0.3932069,Target,NA
AN11700,false,AN11700,AN11700,darkred,0.3800442,0.5575101,Target,NA
AN11702,false,AN11702,AN11702,darkturquoise,0.2027926,0.1505459,Target,NA
AN11703,false,AN11703,AN11703,NA,NA,NA,NA,NA
AN11704,false,AN11704,AN11704,darkgrey,0.3031267,-0.5183963,Target,NA
AN11705,false,AN11705,AN11705,turquoise,0.3787279,-0.1992613,Target,NA
AN11706,false,AN11706,AN11706,cyan,0.4974936,-0.6756638,Target,NA
AN11707,false,AN11707,AN11707,darkorange,0.1599063,-0.5387267,Target,NA
AN11708,false,AN11708,AN11708,NA,NA,NA,NA,NA
AN11709,false,AN11709,AN11709,darkorange,0.01249105,-0.3942863,Target,NA
AN1171,false,AN1171,kin1,brown,0.1112638,0.1237115,Kinase,De Souza et al. 2013 PLoS One
AN11710,false,AN11710,AN11710,NA,NA,NA,NA,NA
AN11711,false,AN11711,AN11711,NA,NA,NA,NA,NA
AN11712,false,AN11712,AN11712,brown,0.2295977,-0.0182757,Target,NA
AN11713,false,AN11713,AN11713,darkgreen,0.1894885,0.2974727,Target,NA
AN11714,false,AN11714,AN11714,NA,NA,NA,NA,NA
AN11715,false,AN11715,AN11715,cyan,0.01668638,-0.4033825,Target,NA
AN11716,false,AN11716,AN11716,darkgrey,0.3814813,-0.3593002,Target,NA
AN11717,false,AN11717,AN11717,NA,NA,NA,NA,NA
AN11718,false,AN11718,AN11718,blue,0.420044317,0.355879991,Target,NA
AN1172,false,AN1172,AN1172,darkgreen,0.1642226,0.265143,Target,NA
AN11720,false,AN11720,AN11720,turquoise,0.0314002,-0.01633996,Target,NA
AN11721,false,AN11721,AN11721,brown,0.3113269,0.2422553,Target,NA
AN11722,false,AN11722,AN11722,black,0.032369333,-0.284697544,Target,NA
AN11723,false,AN11723,AN11723,NA,NA,NA,NA,NA
AN11725,false,AN11725,AN11725,NA,NA,NA,NA,NA
AN11728,false,AN11728,AN11728,saddlebrown,0.03005881,0.1652368,Target,NA
AN11729,false,AN11729,AN11729,darkturquoise,0.1671019,-0.08122787,Target,NA
AN1173,false,AN1173,AN1173,darkred,0.6638151,0.8132057,Target,NA
AN11730,false,AN11730,AN11730,cyan,0.2119684,-0.670997,Target,NA
AN11731,false,AN11731,AN11731,NA,NA,NA,NA,NA
AN11732,false,AN11732,AN11732,NA,NA,NA,NA,NA
AN11735,false,AN11735,AN11735,NA,NA,NA,NA,NA
AN11738,false,AN11738,AN11738,NA,NA,NA,NA,NA
AN11739,false,AN11739,AN11739,NA,NA,NA,NA,NA
AN1174,false,AN1174,AN1174,brown,0.07694289,-0.1260105,Target,NA
AN11745,false,AN11745,AN11745,NA,NA,NA,NA,NA
AN11746,false,AN11746,AN11746,brown,0.3391898,0.1640797,Target,NA
AN11747,false,AN11747,AN11747,darkmagenta,0.4866276,0.648735,Target,NA
AN11748,false,AN11748,AN11748,turquoise,0.1679737,0.01664978,Target,NA
AN11749,false,AN11749,AN11749,NA,NA,NA,NA,NA
AN1175,false,AN1175,AN1175,purple,0.1459214,-0.1535011,Target,NA
AN11751,false,AN11751,AN11751,NA,NA,NA,NA,NA
AN11753,false,AN11753,AN11753,turquoise,0.04290162,0.06796098,Transcription factor,Extebeste et al. 2021
AN11754,false,AN11754,AN11754,NA,NA,NA,NA,NA
AN11755,false,AN11755,AN11755,blue,0.302856959,0.148962875,Target,NA
AN11756,false,AN11756,AN11756,darkorange,0.04339788,-0.06838614,Target,NA
AN11757,false,AN11757,AN11757,turquoise,0.1566705,-0.03865559,Target,NA
AN11758,false,AN11758,AN11758,darkturquoise,0.2268901,0.07952071,Target,NA
AN1176,false,AN1176,AN1176,darkred,0.296365,0.4531826,Target,NA
AN11762,false,AN11762,AN11762,NA,NA,NA,NA,NA
AN11764,false,AN11764,AN11764,cyan,0.3048112,-0.2999354,Target,NA
AN11765,false,AN11765,AN11765,blue,0.03317199,0.000455783,Target,NA
AN11766,false,AN11766,AN11766,turquoise,0.1931944,-0.2389443,Target,NA
AN11767,false,AN11767,AN11767,NA,NA,NA,NA,NA
AN11768,false,AN11768,AN11768,turquoise,0.003522156,-0.03840344,Target,NA
AN11769,false,AN11769,AN11769,NA,NA,NA,NA,NA
AN1177,false,AN1177,AN1177,steelblue,0.03870169,0.1372285,Target,NA
AN11770,false,AN11770,AN11770,darkturquoise,0.05742324,0.09558969,Target,NA
AN11771,false,AN11771,AN11771,brown,0.1008598,0.000461649,Target,NA
AN11772,false,AN11772,AN11772,blue,0.000792392,-0.1031129,Target,NA
AN11773,false,AN11773,AN11773,purple,0.1679999,-0.2695244,Target,NA
AN11774,false,AN11774,AN11774,black,0.287109699,-0.400317073,Target,NA
AN11775,false,AN11775,AN11775,blue,0.1994385,-0.04436353,Target,NA
AN11776,false,AN11776,AN11776,green,0.04885513,-0.1995094,Target,NA
AN11777,false,AN11777,AN11777,NA,NA,NA,NA,NA
AN11778,false,AN11778,AN11778,blue,0.09031224,0.412355,Target,NA
AN11779,false,AN11779,AN11779,NA,NA,NA,NA,NA
AN1178,false,AN1178,AN1178,darkorange,0.03452022,-0.2740684,Target,NA
AN11780,false,AN11780,AN11780,NA,NA,NA,NA,NA
AN11782,false,AN11782,AN11782,red,0.3604523,-0.5957345,Target,NA
AN11783,false,AN11783,AN11783,NA,NA,NA,NA,NA
AN11784,false,AN11784,AN11784,green,0.2995969,0.110148,Target,NA
AN11785,false,AN11785,AN11785,NA,NA,NA,NA,NA
AN11787,false,AN11787,AN11787,turquoise,0.2750272,-0.2768656,Target,NA
AN11788,false,AN11788,AN11788,brown,0.253753,0.2730862,Target,NA
AN11789,false,AN11789,AN11789,turquoise,0.2789661,-0.06109567,Target,NA
AN1179,false,AN1179,AN1179,brown,0.01929241,-0.03077027,Target,NA
AN11792,false,AN11792,AN11792,darkturquoise,0.1556456,0.04880684,Target,NA
AN11793,false,AN11793,AN11793,brown,0.04939368,0.1585037,Transcription factor,Extebeste et al. 2021
AN11794,false,AN11794,AN11794,darkgreen,0.1258711,0.4288486,Target,NA
AN11795,false,AN11795,AN11795,darkgreen,0.1643651,0.04869454,Target,NA
AN11796,false,AN11796,AN11796,darkgreen,0.2632552,0.3656233,Target,NA
AN11797,false,AN11797,AN11797,darkred,0.4253561,0.4694613,Target,NA
AN11798,false,AN11798,AN11798,NA,NA,NA,NA,NA
AN11799,false,AN11799,AN11799,NA,NA,NA,NA,NA
AN11800,false,AN11800,AN11800,red,0.3562712,-0.5344311,Target,NA
AN11801,false,AN11801,AN11801,turquoise,0.1938497,0.04692579,Target,NA
AN11802,false,AN11802,AN11802,darkorange,0.08321568,-0.4182293,Target,NA
AN11803,false,AN11803,AN11803,black,0.161883042,0.145402377,Target,NA
AN11804,false,AN11804,AN11804,brown,0.1008347,-0.2367795,Target,NA
AN11808,false,AN11808,AN11808,turquoise,0.1186887,0.1522626,Target,NA
AN11809,false,AN11809,AN11809,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN1181,false,AN1181,mepA,steelblue,0.346429,0.1735798,Target,NA
AN11810,false,AN11810,ngn14,NA,NA,NA,NA,NA
AN11813,false,AN11813,AN11813,red,0.01064137,-0.375876,Target,NA
AN11814,false,AN11814,AN11814,NA,NA,NA,NA,NA
AN11815,false,AN11815,AN11815,darkred,0.2528502,0.63281,Target,NA
AN11817,false,AN11817,AN11817,NA,NA,NA,NA,NA
AN11818,false,AN11818,AN11818,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN1182,false,AN1182,benA,steelblue,0.07375245,-0.02841324,Target,NA
AN11820,false,AN11820,AN11820,NA,NA,NA,NA,NA
AN11823,false,AN11823,amcB,darkorange,0.1271489,-0.3218051,Target,NA
AN11824,false,AN11824,amcB,darkturquoise,0.176472,0.3994984,Target,NA
AN11825,false,AN11825,AN11825,NA,NA,NA,NA,NA
AN11828,false,AN11828,AN11828,darkorange,0.03977095,-0.2419715,Target,NA
AN1183,false,AN1183,AN1183,black,0.066331819,-0.15606294,Transcription factor,Extebeste et al. 2021
AN11832,false,AN11832,AN11832,greenyellow,0.1235517,0.3118296,Target,NA
AN11836,false,AN11836,AN11836,NA,NA,NA,NA,NA
AN11837,false,AN11837,AN11837,green,0.2039098,0.1963278,Target,NA
AN1184,false,AN1184,AN1184,NA,NA,NA,NA,NA
AN11840,false,AN11840,AN11840,NA,NA,NA,NA,NA
AN11841,false,AN11841,ngn18,steelblue,0.2156505,-0.5458595,Target,NA
AN11842,false,AN11842,AN11842,NA,NA,NA,NA,NA
AN11843,false,AN11843,AN11843,red,0.3807271,-0.7657864,Target,NA
AN11844,false,AN11844,AN11844,NA,NA,NA,NA,NA
AN11845,false,AN11845,AN11845,violet,0.02598954,-0.03613616,Target,NA
AN11846,false,AN11846,AN11846,NA,NA,NA,NA,NA
AN11849,false,AN11849,AN11849,cyan,0.08139522,-0.108217,Target,NA
AN1185,false,AN1185,AN1185,NA,NA,NA,NA,NA
AN11850,false,AN11850,AN11850,darkturquoise,0.0367273,0.1731532,Target,NA
AN11851,false,AN11851,AN11851,NA,NA,NA,NA,NA
AN11852,false,AN11852,AN11852,NA,NA,NA,NA,NA
AN11853,false,AN11853,AN11853,brown,0.1526017,0.05100402,Target,NA
AN11854,false,AN11854,AN11854,NA,NA,NA,NA,NA
AN11858,false,AN11858,AN11858,greenyellow,0.2326108,0.2758437,Target,NA
AN11859,false,AN11859,AN11859,steelblue,0.001289779,-0.1035746,Target,NA
AN1186,false,AN1186,AN1186,NA,NA,NA,NA,NA
AN11860,false,AN11860,AN11860,NA,NA,NA,NA,NA
AN11861,false,AN11861,AN11861,NA,NA,NA,NA,NA
AN11862,false,AN11862,AN11862,turquoise,0.4709486,-0.5080439,Target,NA
AN11864,false,AN11864,AN11864,blue,0.2994109,0.1441814,Target,NA
AN11865,false,AN11865,AN11865,darkred,0.6743702,0.7853542,Target,NA
AN11866,false,AN11866,AN11866,turquoise,0.2361302,0.06331676,Target,NA
AN11867,false,AN11867,AN11867,royalblue,0.3526347,0.62632,Target,NA
AN11869,false,AN11869,AN11869,NA,NA,NA,NA,NA
AN1187,false,AN1187,AN1187,darkgreen,0.1165556,0.2529934,Target,NA
AN11871,false,AN11871,AN11871,NA,NA,NA,NA,NA
AN11872,false,AN11872,AN11872,green,0.1235386,-0.09676187,Target,NA
AN11873,false,AN11873,AN11873,turquoise,0.02222701,0.2897751,Target,NA
AN11874,false,AN11874,AN11874,turquoise,0.1955791,-0.01772423,Target,NA
AN11875,false,AN11875,AN11875,NA,NA,NA,NA,NA
AN11876,false,AN11876,AN11876,NA,NA,NA,NA,NA
AN11878,false,AN11878,AN11878,darkgrey,0.1797719,-0.1772007,Target,NA
AN11879,false,AN11879,AN11879,NA,NA,NA,NA,NA
AN1188,false,AN1188,AN1188,red,0.3546231,-0.5712933,Target,NA
AN11880,false,AN11880,AN11880,darkturquoise,0.2905226,0.08293817,Target,NA
AN11881,false,AN11881,AN11881,NA,NA,NA,NA,NA
AN11882,false,AN11882,AN11882,darkturquoise,0.1020136,0.2981281,Target,NA
AN11883,false,AN11883,AN11883,darkgreen,0.2283458,0.08470922,Target,NA
AN11884,false,AN11884,AN11884,NA,NA,NA,NA,NA
AN11885,false,AN11885,AN11885,brown,0.02506643,-0.2124152,Target,NA
AN11886,false,AN11886,AN11886,darkgreen,0.2678016,0.3910223,Target,NA
AN11887,false,AN11887,AN11887,darkred,0.3957206,0.6467373,Target,NA
AN11888,false,AN11888,AN11888,NA,NA,NA,NA,NA
AN11889,false,AN11889,AN11889,steelblue,0.02882143,-0.1802913,Target,NA
AN1189,false,AN1189,pmcA,turquoise,0.026891,-0.000168065,Target,NA
AN11891,false,AN11891,zipA,turquoise,0.2919453,-0.2812306,Transcription factor,Extebeste et al. 2021
AN11892,false,AN11892,AN11892,greenyellow,0.1972562,0.06373044,Target,NA
AN11893,false,AN11893,AN11893,darkgreen,0.2269092,0.4811339,Target,NA
AN11894,false,AN11894,AN11894,greenyellow,0.2757393,0.3424541,Target,NA
AN11896,false,AN11896,AN11896,greenyellow,0.4301071,0.3387461,Target,NA
AN11897,false,AN11897,AN11897,skyblue,0.07041195,0.03612105,Target,NA
AN11898,false,AN11898,mia40,turquoise,0.376484,-0.2087638,Target,NA
AN11899,false,AN11899,AN11899,blue,0.356956813,0.2046946,Target,NA
AN1190,false,AN1190,nup84,green,0.05085175,-0.07385093,Target,NA
AN11900,false,AN11900,AN11900,darkgreen,0.08322146,0.0936944,Target,NA
AN11901,false,AN11901,AN11901,brown,0.20156,-0.09712778,Target,NA
AN11902,false,AN11902,AN11902,green,0.1307872,0.08015597,Target,NA
AN11903,false,AN11903,AN11903,darkgrey,0.6131305,-0.5952121,Target,NA
AN11904,false,AN11904,AN11904,NA,NA,NA,NA,NA
AN11907,false,AN11907,AN11907,NA,NA,NA,NA,NA
AN11908,false,AN11908,AN11908,darkgrey,0.06879608,-0.1611516,Target,NA
AN11909,false,AN11909,AN11909,NA,NA,NA,NA,NA
AN1191,false,AN1191,sumO,red,0.3357386,-0.785818,Target,NA
AN11910,false,AN11910,AN11910,cyan,0.3487933,-0.7787041,Target,NA
AN11911,false,AN11911,AN11911,NA,NA,NA,NA,NA
AN11912,false,AN11912,AN11912,darkorange,0.04982572,-0.1360763,Target,NA
AN11913,false,AN11913,AN11913,darkred,0.3974193,0.5127608,Target,NA
AN11914,false,AN11914,AN11914,NA,NA,NA,NA,NA
AN11915,false,AN11915,AN11915,cyan,0.370753,-0.6380529,Target,NA
AN11916,false,AN11916,AN11916,NA,NA,NA,NA,NA
AN11917,false,AN11917,AN11917,NA,NA,NA,NA,NA
AN1192,false,AN1192,AN1192,cyan,0.011095,-0.4341852,Target,NA
AN11920,false,AN11920,AN11920,steelblue,0.2434697,-0.4906738,Target,NA
AN11921,false,AN11921,AN11921,darkorange,0.05976447,-0.3332762,Target,NA
AN11924,false,AN11924,AN11924,NA,NA,NA,NA,NA
AN11926,false,AN11926,AN11926,cyan,0.3961899,-0.5874079,Target,NA
AN11928,false,AN11928,AN11928,NA,NA,NA,NA,NA
AN11929,false,AN11929,AN11929,purple,0.1993958,0.3595376,Target,NA
AN1193,false,AN1193,AN1193,black,0.073650809,-0.399141551,Target,NA
AN11930,false,AN11930,AN11930,NA,NA,NA,NA,NA
AN11931,false,AN11931,AN11931,turquoise,0.2597444,-0.07350669,Target,NA
AN11932,false,AN11932,AN11932,darkgreen,0.07557403,0.06694569,Target,NA
AN11934,false,AN11934,AN11934,darkgrey,0.2131578,-0.3083381,Target,NA
AN11935,false,AN11935,AN11935,brown,0.3738442,0.08990057,Target,NA
AN11936,false,AN11936,AN11936,darkturquoise,0.1014061,0.2683249,Target,NA
AN11937,false,AN11937,AN11937,NA,NA,NA,NA,NA
AN11938,false,AN11938,AN11938,NA,NA,NA,NA,NA
AN1194,false,AN1194,sD,steelblue,0.1977725,-0.6374981,Target,NA
AN11941,false,AN11941,AN11941,NA,NA,NA,NA,NA
AN11942,false,AN11942,AN11942,NA,NA,NA,NA,NA
AN11945,false,AN11945,AN11945,NA,NA,NA,NA,NA
AN11946,false,AN11946,AN11946,NA,NA,NA,NA,NA
AN11947,false,AN11947,AN11947,NA,NA,NA,NA,NA
AN11948,false,AN11948,AN11948,NA,NA,NA,NA,NA
AN11949,false,AN11949,AN11949,NA,NA,NA,NA,NA
AN1195,false,AN1195,AN1195,darkorange,0.0547212,-0.2752668,Target,NA
AN11950,false,AN11950,AN11950,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN11951,false,AN11951,AN11951,NA,NA,NA,NA,NA
AN11953,false,AN11953,rhaC,NA,NA,NA,NA,NA
AN11954,false,AN11954,rhaC,brown,0.1534717,-0.195393,Target,NA
AN11955,false,AN11955,AN11955,NA,NA,NA,NA,NA
AN11956,false,AN11956,AN11956,paleturquoise,0.1513481,0.1506317,Target,NA
AN11959,false,AN11959,AN11959,NA,NA,NA,NA,NA
AN1196,false,AN1196,AN1196,royalblue,0.3679424,0.5140089,Target,NA
AN11960,false,AN11960,AN11960,darkorange,0.1035057,-0.3351395,Target,NA
AN11961,false,AN11961,AN11961,red,0.3742455,-0.6981096,Target,NA
AN11962,false,AN11962,AN11962,blue,0.0885493,-0.02952757,Transcription factor,Extebeste et al. 2021
AN11963,false,AN11963,AN11963,NA,NA,NA,NA,NA
AN11964,false,AN11964,AN11964,NA,NA,NA,NA,NA
AN11965,false,AN11965,AN11965,darkgreen,0.03743005,0.08210834,Target,NA
AN11966,false,AN11966,AN11966,NA,NA,NA,NA,NA
AN11968,false,AN11968,AN11968,turquoise,0.01245729,-0.1417338,Target,NA
AN1197,false,AN1197,AN1197,darkorange,0.08727423,-0.300982,Target,NA
AN11972,false,AN11972,AN11972,black,0.092618617,0.019341348,Target,NA
AN11973,false,AN11973,AN11973,darkturquoise,0.1980789,0.2653682,Target,NA
AN11974,false,AN11974,AN11974,NA,NA,NA,NA,NA
AN11975,false,AN11975,AN11975,darkgreen,0.146012,0.3470936,Target,NA
AN11976,false,AN11976,AN11976,NA,NA,NA,NA,NA
AN11977,false,AN11977,AN11977,NA,NA,NA,NA,NA
AN11978,false,AN11978,AN11978,red,0.1382321,-0.4362273,Target,NA
AN11979,false,AN11979,AN11979,darkgrey,0.6597339,-0.5554714,Target,NA
AN1198,false,AN1198,AN1198,darkgrey,0.4983073,-0.6038716,Target,NA
AN11980,false,AN11980,AN11980,NA,NA,NA,NA,NA
AN11981,false,AN11981,AN11981,brown,0.03957795,0.122889,Target,NA
AN11982,false,AN11982,AN11982,NA,NA,NA,NA,NA
AN11983,false,AN11983,AN11983,turquoise,0.2213324,-0.14778,Target,NA
AN11984,false,AN11984,AN11984,NA,NA,NA,NA,NA
AN11985,false,AN11985,AN11985,darkgreen,0.0803216,0.2610318,Target,NA
AN11987,false,AN11987,AN11987,NA,NA,NA,NA,NA
AN11989,false,AN11989,AN11989,NA,NA,NA,NA,NA
AN1199,false,AN1199,AN1199,turquoise,0.3090072,-0.2705584,Target,NA
AN11991,false,AN11991,AN11991,cyan,0.3406686,-0.507031,Target,NA
AN11994,false,AN11994,AN11994,turquoise,0.3645487,-0.2199189,Target,NA
AN11995,false,AN11995,AN11995,blue,0.2304474,0.09224099,Target,NA
AN11999,false,AN11999,AN11999,NA,NA,NA,NA,NA
AN1200,false,AN1200,AN1200,purple,0.04068134,-0.1191323,Transcription factor,Extebeste et al. 2021
AN12000,false,AN12000,AN12000,brown,0.1453962,-0.1560822,Target,NA
AN12001,false,AN12001,AN12001,brown,0.1311211,-0.2874541,Target,NA
AN12002,false,AN12002,AN12002,brown,0.1050949,0.06985037,Target,NA
AN12003,false,AN12003,AN12003,NA,NA,NA,NA,NA
AN12004,false,AN12004,AN12004,violet,0.14963,0.02605981,Target,NA
AN12007,false,AN12007,AN12007,NA,NA,NA,NA,NA
AN12008,false,AN12008,AN12008,NA,NA,NA,NA,NA
AN12009,false,AN12009,AN12009,NA,NA,NA,NA,NA
AN1201,false,AN1201,AN1201,purple,0.1488943,-0.1398704,Target,NA
AN12010,false,AN12010,AN12010,darkgrey,0.2969184,-0.4044362,Target,NA
AN12011,false,AN12011,AN12011,blue,0.474111139,0.368847768,Target,NA
AN12013,false,AN12013,AN12013,NA,NA,NA,NA,NA
AN12015,false,AN12015,AN12015,NA,NA,NA,NA,NA
AN12016,false,AN12016,AN12016,NA,NA,NA,NA,NA
AN12017,false,AN12017,AN12017,turquoise,0.1332716,0.1711299,Target,NA
AN1202,false,AN1202,ndxA,green,0.1071246,-0.04897713,Target,NA
AN12022,false,AN12022,AN12022,darkgrey,0.0107098,-0.2222667,Target,NA
AN12023,false,AN12023,AN12023,NA,NA,NA,NA,NA
AN12027,false,AN12027,ssmA,turquoise,0.3192966,-0.2607886,Target,NA
AN12029,false,AN12029,AN12029,steelblue,0.1629201,-0.2324488,Transcription factor,Extebeste et al. 2021
