name,selected,shared.name,symbol,moduleColor,Abs.GS.flux.,MM.darkred,node_type,source
AN_TER,false,AN_TER,AN_TER,turquoise,0.5904376,-0.3351237,Target,NA
AN0004,false,AN0004,AN0004,white,0.01736387,0.1257196,Target,NA
AN0005,false,AN0005,lbuA,NA,NA,NA,NA,NA
AN0006,false,AN0006,AN0006,NA,NA,NA,NA,NA
AN0008,false,AN0008,AN0008,NA,NA,NA,NA,NA
AN0009,false,AN0009,AN0009,NA,NA,NA,NA,NA
AN0010,false,AN0010,AN0010,NA,NA,NA,NA,NA
AN0011,false,AN0011,AN0011,NA,NA,NA,NA,NA
AN0012,false,AN0012,AN0012,NA,NA,NA,NA,NA
AN0013,false,AN0013,AN0013,NA,NA,NA,NA,NA
AN0014,false,AN0014,AN0014,NA,NA,NA,NA,NA
AN0015,false,AN0015,AN0015,NA,NA,NA,NA,NA
AN0016,false,AN0016,AN0016,NA,NA,NA,NA,NA
AN0017,false,AN0017,AN0017,NA,NA,NA,NA,NA
AN0018,false,AN0018,AN0018,NA,NA,NA,NA,NA
AN0019,false,AN0019,AN0019,NA,NA,NA,NA,NA
AN0020,false,AN0020,AN0020,NA,NA,NA,NA,NA
AN0021,false,AN0021,AN0021,NA,NA,NA,NA,NA
AN0023,false,AN0023,AN0023,NA,NA,NA,NA,NA
AN0024,false,AN0024,AN0024,NA,NA,NA,NA,NA
AN0025,false,AN0025,AN0025,NA,NA,NA,NA,NA
AN0026,false,AN0026,AN0026,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN0027,false,AN0027,AN0027,NA,NA,NA,NA,NA
AN0028,false,AN0028,AN0028,NA,NA,NA,NA,NA
AN0030,false,AN0030,AN0030,NA,NA,NA,NA,NA
AN0031,false,AN0031,AN0031,green,0.02505931,5e-05,Target,NA
AN0032,false,AN0032,AN0032,NA,NA,NA,NA,NA
AN0033,false,AN0033,AN0033,blue,0.442175847,0.208750743,Target,NA
AN0034,false,AN0034,AN0034,red,0.09753081,-0.4201578,Target,NA
AN0035,false,AN0035,AN0035,NA,NA,NA,NA,NA
AN0036,false,AN0036,AN0036,NA,NA,NA,NA,NA
AN0038,false,AN0038,atmA,brown,0.1189983,0.07369567,Kinase,De Souza et al. 2013 PLoS One
AN0039,false,AN0039,AN0039,darkgrey,0.4412775,-0.5300145,Target,NA
AN0040,false,AN0040,AN0040,blue,0.500613985,0.390121981,Target,NA
AN0041,false,AN0041,AN0041,blue,0.1586005,0.158776,Target,NA
AN0042,false,AN0042,AN0042,blue,0.422232727,0.371503857,Target,NA
AN0043,false,AN0043,AN0043,green,0.07209793,0.01348889,Target,NA
AN0044,false,AN0044,rad5,brown,0.0529566,0.04710408,Target,NA
AN0045,false,AN0045,AN0045,turquoise,0.4479153,-0.2758192,Target,NA
AN0046,false,AN0046,AN0046,turquoise,0.0885818,-0.01916334,Target,NA
AN0048,false,AN0048,AN0048,brown,0.0803433,-0.05359299,Target,NA
AN0049,false,AN0049,AN0049,blue,0.360837293,0.400787763,Target,NA
AN0050,false,AN0050,AN0050,darkorange,0.1144324,-0.3502931,Target,NA
AN0051,false,AN0051,AN0051,darkorange,0.09301933,-0.2395825,Target,NA
AN0052,false,AN0052,AN0052,turquoise,0.2021801,-0.1519878,Target,NA
AN0053,false,AN0053,AN0053,darkorange,0.0844338,-0.5321217,Target,NA
AN0054,false,AN0054,afeA,blue,0.1842431,0.0924649,Target,NA
AN0055,false,AN0055,tmpA,blue,0.2526405,0.1872532,Target,NA
AN0056,false,AN0056,artA,turquoise,0.2350351,-0.02878446,Target,NA
AN0057,false,AN0057,AN0057,turquoise,0.2528442,0.2335127,Target,NA
AN0058,false,AN0058,AN0058,darkturquoise,0.03270041,0.1844378,Target,NA
AN0059,false,AN0059,AN0059,darkred,0.536246,0.7578281,Target,NA
AN0061,false,AN0061,AN0061,turquoise,0.3397009,-0.1274313,Target,NA
AN0062,false,AN0062,ncs2,red,0.6851359,-0.6457375,Target,NA
AN0063,false,AN0063,AN0063,blue,0.469712659,0.376641071,Target,NA
AN0064,false,AN0064,AN0064,blue,0.494013632,0.295000781,Target,NA
AN0065,false,AN0065,AN0065,darkorange,0.08654305,-0.1699665,Target,NA
AN0066,false,AN0066,AN0066,turquoise,0.07210087,-0.008824483,Target,NA
AN0067,false,AN0067,rnrA,darkred,0.3694609,0.61952,Target,NA
AN0068,false,AN0068,AN0068,cyan,0.2224893,-0.3315439,Target,NA
AN0069,false,AN0069,srgL,greenyellow,0.1559429,0.3810547,Target,NA
AN0070,false,AN0070,uaW,darkred,0.251589,0.5848159,Target,NA
AN0071,false,AN0071,AN0071,darkred,0.5976045,0.8019721,Target,NA
AN0072,false,AN0072,AN0072,purple,0.05037225,0.1079748,Target,NA
AN0073,false,AN0073,AN0073,blue,0.409604718,0.529202425,Target,NA
AN0074,false,AN0074,AN0074,purple,0.01523054,0.262026,Target,NA
AN0075,false,AN0075,tigA,steelblue,0.3399021,-0.3539056,Target,NA
AN0076,false,AN0076,AN0076,darkorange,0.3210768,-0.468652,Target,NA
AN0077,false,AN0077,AN0077,black,0.126867512,-0.387870635,Target,NA
AN0078,false,AN0078,samB,darkgreen,0.1242093,0.0535902,Target,NA
AN0080,false,AN0080,AN0080,blue,0.04179356,0.07065298,Target,NA
AN0081,false,AN0081,sfaD,blue,0.541813207,0.398892696,Target,NA
AN0082,false,AN0082,phnA,darkgreen,0.0517526,0.0350647,Target,NA
AN0083,false,AN0083,taf30,darkolivegreen,0.4738618,-0.3935678,Target,NA
AN0084,false,AN0084,AN0084,steelblue,0.4296138,-0.440604,Target,NA
AN0085,false,AN0085,AN0085,turquoise,0.2647931,-0.1375652,Target,NA
AN0086,false,AN0086,AN0086,paleturquoise,0.254381,0.2672729,Target,NA
AN0087,false,AN0087,AN0087,blue,0.75437632,0.639046935,Target,NA
AN0088,false,AN0088,AN0088,blue,0.39162285,0.358548104,Target,NA
AN0089,false,AN0089,rabS,turquoise,0.0624738,-0.05249398,Target,NA
AN0090,false,AN0090,atg16,blue,0.2280813,0.109007,Target,NA
AN0091,false,AN0091,dot1,turquoise,0.07165797,0.2184203,Target,NA
AN0092,false,AN0092,AN0092,purple,0.1082541,0.3533525,Target,NA
AN0093,false,AN0093,AN0093,darkturquoise,0.214314,0.1623308,Target,NA
AN0094,false,AN0094,AN0094,royalblue,0.09785641,0.5620693,Transcription factor,Extebeste et al. 2021
AN0095,false,AN0095,irs4,brown,0.5079872,0.3954592,Target,NA
AN0096,false,AN0096,AN0096,brown,0.225005,0.1821297,Transcription factor,Extebeste et al. 2021
AN0097,false,AN0097,AN0097,turquoise,0.2987065,-0.07850939,Target,NA
AN0098,false,AN0098,nirA,brown,0.3058951,0.05097655,Transcription factor,Extebeste et al. 2021
AN0100,false,AN0100,AN0100,NA,NA,NA,NA,NA
AN0103,false,AN0103,AN0103,brown,0.3721889,0.3585546,Phosphatase,Son & Osmani 2009
AN0104,false,AN0104,AN0104,blue,0.33560306,0.147141883,Target,NA
AN0105,false,AN0105,AN0105,red,0.134802,-0.6876021,Target,NA
AN0106,false,AN0106,pkcA,royalblue,0.006035111,0.4488348,Kinase,De Souza et al. 2013 PLoS One
AN0107,false,AN0107,AN0107,NA,NA,NA,NA,NA
AN0108,false,AN0108,AN0108,darkred,0.08260625,0.4067408,Target,NA
AN0109,false,AN0109,AN0109,green,0.1728394,0.328043,Target,NA
AN0110,false,AN0110,AN0110,turquoise,0.08825943,0.08750805,Target,NA
AN0111,false,AN0111,AN0111,darkgreen,0.2592157,0.4413367,Target,NA
AN0112,false,AN0112,geaA,brown,0.2296826,0.09883246,Target,NA
AN0113,false,AN0113,bud3,darkred,0.7498688,0.877785,Target,NA
AN0114,false,AN0114,AN0114,brown,0.2467727,-0.3666712,Target,NA
AN0116,false,AN0116,AN0116,saddlebrown,0.1700344,0.05392612,Target,NA
AN0117,false,AN0117,svf1,cyan,0.02050666,-0.1934121,Target,NA
AN0118,false,AN0118,nudA,darkred,0.6018376,0.6268282,Target,NA
AN0119,false,AN0119,dclA,greenyellow,0.1143776,0.09864332,Target,NA
AN0120,false,AN0120,tapA,darkorange,0.05741083,-0.4738865,Target,NA
AN0121,false,AN0121,hemC,cyan,0.5782579,-0.7888851,Target,NA
AN0122,false,AN0122,AN0122,red,0.5025212,-0.7889679,Target,NA
AN0123,false,AN0123,AN0123,saddlebrown,0.2045857,0.07631822,Target,NA
AN0124,false,AN0124,rio2,purple,0.03277672,0.1590017,Kinase,De Souza et al. 2013 PLoS One
AN0126,false,AN0126,AN0126,brown,0.2428167,0.03958847,Target,NA
AN0127,false,AN0127,atg18,blue,0.514908654,0.415562681,Target,NA
AN0128,false,AN0128,ppm2,steelblue,0.04220454,0.0239442,Target,NA
AN0129,false,AN0129,ppsA,darkred,0.4485225,0.705938,Phosphatase,Son & Osmani 2009
AN0130,false,AN0130,AN0130,darkorange,0.1940705,-0.2629649,Target,NA
AN0131,false,AN0131,AN0131,blue,0.2792122,0.1254532,Target,NA
AN0132,false,AN0132,AN0132,darkgreen,0.1603383,0.4015565,Target,NA
AN0133,false,AN0133,AN0133,purple,0.04543836,0.181664,Target,NA
AN0134,false,AN0134,rmtC,brown,0.02611544,-0.1821192,Target,NA
AN0135,false,AN0135,AN0135,black,0.125996964,-0.430655841,Target,NA
AN0136,false,AN0136,AN0136,NA,NA,NA,NA,NA
AN0137,false,AN0137,AN0137,darkgreen,0.1992477,0.04542261,Target,NA
AN0138,false,AN0138,AN0138,blue,0.311353874,0.194374262,Target,NA
AN0139,false,AN0139,ahrA,brown,0.205812,0.3373424,Target,NA
AN0140,false,AN0140,AN0140,cyan,0.7183436,-0.8556264,Target,NA
AN0141,false,AN0141,AN0141,purple,0.03608949,0.01968845,Target,NA
AN0142,false,AN0142,AN0142,purple,0.2213863,-0.1075242,Target,NA
AN0143,false,AN0143,AN0143,darkorange,0.05407251,-0.1831057,Target,NA
AN0144,false,AN0144,nrc2,black,0.04315541,-0.231396589,Kinase,De Souza et al. 2013 PLoS One
AN0146,false,AN0146,mdpC,NA,NA,NA,NA,NA
AN0147,false,AN0147,mdpD,NA,NA,NA,NA,NA
AN0148,false,AN0148,mdpE,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN0149,false,AN0149,mdpF,NA,NA,NA,NA,NA
AN0150,false,AN0150,mdpG,cyan,0.4259357,-0.5452921,Target,NA
AN0153,false,AN0153,AN0153,blue,0.443204116,0.402950156,Target,NA
AN0154,false,AN0154,AN0154,brown,0.1773746,0.08154609,Target,NA
AN0156,false,AN0156,AN0156,brown,0.2975974,0.01840911,Target,NA
AN0157,false,AN0157,AN0157,NA,NA,NA,NA,NA
AN0158,false,AN0158,AN0158,red,0.2951395,-0.7546827,Target,NA
AN0159,false,AN0159,AN0159,blue,0.2451653,0.2551908,Target,NA
AN0160,false,AN0160,AN0160,darkorange,0.2164416,-0.5655559,Target,NA
AN0161,false,AN0161,clp1,darkorange,0.1017615,-0.2662447,Target,NA
AN0162,false,AN0162,AN0162,darkturquoise,0.3524878,0.437436,Transcription factor,Extebeste et al. 2021
AN0163,false,AN0163,AN0163,steelblue,0.1595851,-0.01368864,Target,NA
AN0164,false,AN0164,ppg1A,blue,0.295239,0.04109173,Phosphatase,Son & Osmani 2009
AN0165,false,AN0165,AN0165,cyan,0.3514324,-0.6154186,Target,NA
AN0166,false,AN0166,nuf2,darkmagenta,0.487953,0.7322758,Target,NA
AN0167,false,AN0167,AN0167,black,0.196211761,-0.586245169,Target,NA
AN0168,false,AN0168,AN0168,darkred,0.6077727,0.7027277,Target,NA
AN0169,false,AN0169,AN0169,red,0.5547673,-0.6846259,Target,NA
AN0170,false,AN0170,trxA,red,0.6038122,-0.6847118,Target,NA
AN0171,false,AN0171,AN0171,cyan,0.3003182,-0.3740095,Target,NA
AN0172,false,AN0172,AN0172,darkgreen,0.1434958,0.1632396,Target,NA
AN0173,false,AN0173,AN0173,blue,0.399747122,0.333014509,Target,NA
AN0174,false,AN0174,AN0174,steelblue,0.1158581,0.04520385,Target,NA
AN0176,false,AN0176,sreA,blue,0.0911763,0.01284923,Transcription factor,Extebeste et al. 2021
AN0178,false,AN0178,AN0178,blue,0.2196949,0.2692471,Target,NA
AN0179,false,AN0179,AN0179,black,0.155721882,-0.504972899,Target,NA
AN0180,false,AN0180,AN0180,NA,NA,NA,NA,NA
AN0181,false,AN0181,AN0181,NA,NA,NA,NA,NA
AN0182,false,AN0182,rasA,darkmagenta,0.401731,0.4959602,Target,NA
AN0183,false,AN0183,AN0183,darkgrey,0.542637,-0.5309725,Target,NA
AN0184,false,AN0184,AN0184,cyan,0.3545147,-0.7293581,Target,NA
AN0186,false,AN0186,vapA,darkgreen,0.2422295,0.5930156,Target,NA
AN0187,false,AN0187,AN0187,NA,NA,NA,NA,NA
AN0189,false,AN0189,AN0189,green,0.3723561,0.4946231,Target,NA
AN0190,false,AN0190,AN0190,darkmagenta,0.05150491,0.01759217,Target,NA
AN0191,false,AN0191,AN0191,red,0.2428181,-0.591439,Target,NA
AN0192,false,AN0192,AN0192,yellowgreen,0.3151218,-0.338507,Target,NA
AN0193,false,AN0193,AN0193,turquoise,0.3302825,-0.3547187,Target,NA
AN0194,false,AN0194,lacC,black,0.053897104,-0.26813866,Target,NA
AN0195,false,AN0195,AN0195,NA,NA,NA,NA,NA
AN0197,false,AN0197,AN0197,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN0198,false,AN0198,AN0198,darkorange,0.2170785,0.0197457,Target,NA
AN0200,false,AN0200,AN0200,cyan,0.2416651,-0.5912941,Target,NA
AN0201,false,AN0201,AN0201,black,0.15607935,-0.137574906,Target,NA
AN0202,false,AN0202,arcA,darkorange,0.09826392,-0.005239398,Transcription factor,Extebeste et al. 2021
AN0203,false,AN0203,AN0203,darkorange,0.03981927,-0.2019259,Target,NA
AN0204,false,AN0204,AN0204,purple,0.2327181,0.3743676,Target,NA
AN0205,false,AN0205,pantoA,darkorange,0.0961644,-0.3254559,Target,NA
AN0206,false,AN0206,AN0206,darkgreen,0.1387326,0.2399577,Target,NA
AN0207,false,AN0207,AN0207,cyan,0.1950992,-0.5767638,Target,NA
AN0208,false,AN0208,AN0208,NA,NA,NA,NA,NA
AN0209,false,AN0209,mepB,NA,NA,NA,NA,NA
AN0210,false,AN0210,AN0210,brown,0.03526346,-0.2550868,Target,NA
AN0211,false,AN0211,AN0211,darkturquoise,0.06668569,-0.03982255,Target,NA
AN0212,false,AN0212,AN0212,darkgrey,0.4345857,-0.5244388,Target,NA
AN0213,false,AN0213,AN0213,darkmagenta,0.616671,0.5959094,Target,NA
AN0214,false,AN0214,AN0214,darkturquoise,0.2920034,0.6993884,Target,NA
AN0215,false,AN0215,AN0215,NA,NA,NA,NA,NA
AN0216,false,AN0216,AN0216,NA,NA,NA,NA,NA
AN0218,false,AN0218,AN0218,NA,NA,NA,NA,NA
AN0219,false,AN0219,AN0219,black,0.280570191,-0.320722435,Target,NA
AN0221,false,AN0221,AN0221,NA,NA,NA,NA,NA
AN0223,false,AN0223,AN0223,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN0224,false,AN0224,AN0224,darkgreen,0.02653937,0.1971693,Target,NA
AN0225,false,AN0225,AN0225,darkgrey,0.04833714,-0.1987536,Target,NA
AN0226,false,AN0226,AN0226,darkgrey,0.03443021,-0.1707211,Target,NA
AN0227,false,AN0227,AN0227,black,0.242745215,-0.027607392,Target,NA
AN0228,false,AN0228,AN0228,blue,0.1544689,0.299254,Target,NA
AN0229,false,AN0229,AN0229,darkmagenta,0.4576952,0.5904985,Target,NA
AN0230,false,AN0230,AN0230,NA,NA,NA,NA,NA
AN0231,false,AN0231,ivoB,NA,NA,NA,NA,NA
AN0232,false,AN0232,ureD,steelblue,0.2546906,-0.4838236,Target,NA
AN0233,false,AN0233,AN0233,darkorange,0.09532638,-0.3678954,Target,NA
AN0234,false,AN0234,AN0234,turquoise,0.2804826,0.04081303,Target,NA
AN0235,false,AN0235,ireA,paleturquoise,0.1685868,-0.04867346,Kinase,De Souza et al. 2013 PLoS One
AN0237,false,AN0237,AN0237,purple,0.07805822,0.2049015,Target,NA
AN0239,false,AN0239,AN0239,black,0.069884643,0.037952972,Target,NA
AN0240,false,AN0240,pppA,darkolivegreen,0.436002,-0.471838,Target,NA
AN0241,false,AN0241,sodA,cyan,0.3861189,-0.8549661,Target,NA
AN0242,false,AN0242,AN0242,green,0.3128926,-0.05377691,Target,NA
AN0243,false,AN0243,AN0243,darkgrey,0.002017261,-0.07496871,Target,NA
AN0244,false,AN0244,vps8,white,0.3195566,0.4368399,Target,NA
AN0245,false,AN0245,engA,brown,0.08009973,-0.006013844,Target,NA
AN0246,false,AN0246,AN0246,red,0.5404741,-0.8000183,Target,NA
AN0247,false,AN0247,AN0247,purple,0.1160869,0.09732866,Target,NA
AN0248,false,AN0248,pdiB,steelblue,0.02978709,-0.07251197,Target,NA
AN0249,false,AN0249,AN0249,brown,0.07761165,-0.1505138,Target,NA
AN0250,false,AN0250,xtrD,black,0.077235887,0.064661008,Target,NA
AN0251,false,AN0251,AN0251,NA,NA,NA,NA,NA
AN0252,false,AN0252,AN0252,yellowgreen,0.4552236,-0.4512801,Target,NA
AN0253,false,AN0253,top1,green,0.2110609,0.2316004,Target,NA
AN0254,false,AN0254,AN0254,brown,0.05148217,-0.1806946,Target,NA
AN0255,false,AN0255,AN0255,darkgrey,0.3445936,-0.4834849,Target,NA
AN0256,false,AN0256,palB,brown,0.220364,-0.01889214,Target,NA
AN0257,false,AN0257,antA,cyan,0.2551341,-0.5457299,Target,NA
AN0258,false,AN0258,lcl3,blue,0.539158425,0.498176446,Target,NA
AN0259,false,AN0259,AN0259,brown,0.2620543,0.05780557,Target,NA
AN0260,false,AN0260,AN0260,blue,0.2849657,0.4740496,Target,NA
AN0261,false,AN0261,sec23,steelblue,0.2100484,-0.2147662,Target,NA
AN0262,false,AN0262,AN0262,green,0.02366267,0.1796461,Target,NA
AN0263,false,AN0263,AN0263,darkmagenta,0.2220458,0.5455408,Target,NA
AN0264,false,AN0264,AN0264,NA,NA,NA,NA,NA
AN0265,false,AN0265,AN0265,white,0.5814773,0.552075,Target,NA
AN0266,false,AN0266,AN0266,turquoise,0.1909981,0.0313229,Target,NA
AN0267,false,AN0267,AN0267,royalblue,0.5695599,0.7599686,Target,NA
AN0268,false,AN0268,mesA,brown,0.1705553,-0.1525713,Target,NA
AN0270,false,AN0270,AN0270,darkturquoise,0.2302609,0.1158687,Target,NA
AN0271,false,AN0271,AN0271,darkorange,0.002101014,-0.2285465,Target,NA
AN0272,false,AN0272,AN0272,darkorange,0.1836389,-0.01470441,Target,NA
AN0273,false,AN0273,rsrA,turquoise,0.07309333,0.1975975,Transcription factor,Extebeste et al. 2021
AN0274,false,AN0274,AN0274,greenyellow,0.01776124,0.0842922,Transcription factor,Extebeste et al. 2021
AN0275,false,AN0275,AN0275,darkgreen,0.415972,0.7659078,Target,NA
AN0276,false,AN0276,AN0276,darkred,0.6530958,0.9604346,Target,NA
AN0278,false,AN0278,AN0278,green,0.055887,0.1677179,Target,NA
AN0279,false,AN0279,flbD,blue,0.346700974,0.066811528,Transcription factor,Extebeste et al. 2021
AN0280,false,AN0280,AN0280,blue,0.06113189,0.1879125,Target,NA
AN0281,false,AN0281,bubA,cyan,0.2507142,-0.4983468,Target,NA
AN0282,false,AN0282,AN0282,black,0.092003211,-0.042605483,Target,NA
AN0283,false,AN0283,AN0283,NA,NA,NA,NA,NA
AN0284,false,AN0284,AN0284,NA,NA,NA,NA,NA
AN0285,false,AN0285,AN0285,darkgrey,0.5606741,-0.6759459,Target,NA
AN0286,false,AN0286,AN0286,darkgrey,0.3618624,-0.6548397,Target,NA
AN0287,false,AN0287,AN0287,turquoise,0.4836374,-0.4429463,Target,NA
AN0288,false,AN0288,AN0288,purple,0.1207454,0.4002429,Target,NA
AN0289,false,AN0289,AN0289,turquoise,0.2765226,-0.117688,Target,NA
AN0290,false,AN0290,cap2,steelblue,0.2713512,-0.4553738,Target,NA
AN0291,false,AN0291,AN0291,blue,0.156853,-0.02712819,Target,NA
AN0292,false,AN0292,AN0292,black,0.111397097,0.046768748,Target,NA
AN0293,false,AN0293,ppe1,turquoise,0.4127215,-0.5142051,Target,NA
AN0294,false,AN0294,AN0294,turquoise,0.4207376,-0.2690503,Target,NA
AN0295,false,AN0295,AN0295,darkgrey,0.537719,-0.6638632,Target,NA
AN0296,false,AN0296,AN0296,steelblue,0.1166393,-0.08753508,Target,NA
AN0297,false,AN0297,AN0297,red,0.5141108,-0.8740951,Target,NA
AN0298,false,AN0298,yth1,darkorange,0.2066275,-0.5059665,Target,NA
AN0299,false,AN0299,AN0299,red,0.6096292,-0.8197108,Target,NA
AN0300,false,AN0300,ahtA,blue,0.2004098,0.2182689,Target,NA
AN0301,false,AN0301,AN0301,brown,0.2110013,0.06471869,Target,NA
AN0302,false,AN0302,AN0302,blue,0.376937141,0.291315171,Target,NA
AN0303,false,AN0303,AN0303,turquoise,0.3795959,-0.2068305,Target,NA
AN0304,false,AN0304,AN0304,darkgrey,0.2754179,-0.3821213,Target,NA
AN0305,false,AN0305,AN0305,purple,0.1328903,0.02378113,Target,NA
AN0306,false,AN0306,AN0306,black,0.174354547,-0.45505907,Target,NA
AN0307,false,AN0307,AN0307,NA,NA,NA,NA,NA
AN0309,false,AN0309,AN0309,green,0.1879692,0.3453207,Target,NA
AN0310,false,AN0310,AN0310,purple,0.224656,0.2763864,Target,NA
AN0311,false,AN0311,AN0311,blue,0.462068887,0.328680609,Target,NA
AN0312,false,AN0312,AN0312,blue,0.2711166,0.2394821,Target,NA
AN0313,false,AN0313,AN0313,turquoise,0.370646,-0.2652516,Target,NA
AN0314,false,AN0314,AN0314,turquoise,0.357743,-0.1711746,Target,NA
AN0315,false,AN0315,AN0315,blue,0.1511901,0.2601801,Target,NA
AN0316,false,AN0316,tubA,green,0.2978382,-0.04171774,Target,NA
AN0317,false,AN0317,AN0317,brown,0.1886996,0.1617505,Target,NA
AN0318,false,AN0318,AN0318,turquoise,0.4556005,-0.2427362,Target,NA
AN0319,false,AN0319,AN0319,turquoise,0.2665101,-0.09748193,Target,NA
AN0321,false,AN0321,AN0321,purple,0.02587347,0.06846693,Target,NA
AN0322,false,AN0322,AN0322,NA,NA,NA,NA,NA
AN0323,false,AN0323,AN0323,royalblue,0.2652999,0.5490775,Target,NA
AN0324,false,AN0324,AN0324,darkorange,0.2954667,-0.03081976,Target,NA
AN0325,false,AN0325,AN0325,green,0.2925119,-0.3404037,Target,NA
AN0326,false,AN0326,AN0326,blue,0.329065813,0.306986521,Target,NA
AN0327,false,AN0327,rvb2,darkturquoise,0.2117888,0.1318655,Target,NA
AN0328,false,AN0328,AN0328,darkturquoise,0.08945667,0.2844715,Target,NA
AN0329,false,AN0329,AN0329,turquoise,0.4083756,-0.4499068,Target,NA
AN0330,false,AN0330,AN0330,red,0.3701273,-0.7346486,Target,NA
AN0331,false,AN0331,AN0331,steelblue,0.3994211,-0.1537808,Target,NA
AN0332,false,AN0332,AN0332,steelblue,0.2650542,-0.5782528,Target,NA
AN0333,false,AN0333,AN0333,darkgreen,0.1091906,0.1482246,Transcription factor,Extebeste et al. 2021
AN0334,false,AN0334,AN0334,darkturquoise,0.1260754,0.531243,Target,NA
AN0335,false,AN0335,AN0335,darkgreen,0.117244,0.4164914,Target,NA
AN0336,false,AN0336,AN0336,NA,NA,NA,NA,NA
AN0337,false,AN0337,AN0337,turquoise,0.3633117,-0.2400018,Target,NA
AN0338,false,AN0338,CYP680A1,NA,NA,NA,NA,NA
AN0339,false,AN0339,AN0339,darkgreen,0.2480242,0.3476883,Target,NA
AN0340,false,AN0340,AN0340,blue,0.431061607,0.532566835,Target,NA
AN0341,false,AN0341,AN0341,NA,NA,NA,NA,NA
AN0343,false,AN0343,AN0343,NA,NA,NA,NA,NA
AN0346,false,AN0346,AN0346,darkturquoise,0.05434946,0.3868369,Target,NA
AN0347,false,AN0347,rabE,darkorange,0.1678405,-0.5012976,Target,NA
AN0348,false,AN0348,AN0348,blue,0.258042,0.4424859,Target,NA
AN0349,false,AN0349,AN0349,black,0.081384063,-0.373244825,Target,NA
AN0350,false,AN0350,AN0350,darkmagenta,0.2295565,0.2149729,Target,NA
AN0351,false,AN0351,gfdA,red,0.675318,-0.7277797,Target,NA
AN0353,false,AN0353,AN0353,cyan,0.3566561,-0.6943356,Target,NA
AN0354,false,AN0354,aroG,greenyellow,0.2009115,0.3416514,Target,NA
AN0355,false,AN0355,AN0355,black,0.182647521,-0.158438395,Target,NA
AN0356,false,AN0356,AN0356,turquoise,0.1981922,-0.2437149,Target,NA
AN0357,false,AN0357,AN0357,turquoise,0.5095201,-0.3356614,Target,NA
AN0359,false,AN0359,sgdA,green,0.01624808,0.294437,Target,NA
AN0360,false,AN0360,AN0360,greenyellow,0.2504696,0.07704123,Target,NA
AN0362,false,AN0362,AN0362,darkgreen,0.04745349,0.2158666,Target,NA
AN0363,false,AN0363,velB,darkgrey,0.4129153,-0.423724,Transcription factor,Extebeste et al. 2021
AN0364,false,AN0364,AN0364,black,0.036326949,-0.157051855,Transcription factor,Extebeste et al. 2021
AN0365,false,AN0365,AN0365,darkturquoise,0.0696912,0.3845537,Target,NA
AN0366,false,AN0366,AN0366,NA,NA,NA,NA,NA
AN0367,false,AN0367,AN0367,blue,0.468451548,0.386999369,Target,NA
AN0368,false,AN0368,AN0368,NA,NA,NA,NA,NA
AN0369,false,AN0369,AN0369,steelblue,0.2969899,-0.5135346,Target,NA
AN0370,false,AN0370,AN0370,darkred,0.3077673,0.3835317,Target,NA
AN0372,false,AN0372,AN0372,darkgrey,0.1410692,-0.2164378,Target,NA
AN0374,false,AN0374,AN0374,NA,NA,NA,NA,NA
AN0376,false,AN0376,AN0376,brown,0.1668687,0.1166809,Target,NA
AN0377,false,AN0377,AN0377,darkred,0.3177757,0.513603,Target,NA
AN0378,false,AN0378,AN0378,NA,NA,NA,NA,NA
AN0379,false,AN0379,AN0379,turquoise,0.005692291,0.02897155,Target,NA
AN0380,false,AN0380,cyp10,blue,0.1731239,0.2478426,Target,NA
AN0381,false,AN0381,AN0381,purple,0.247316,-0.2184142,Target,NA
AN0382,false,AN0382,AN0382,brown,0.4540013,0.2909754,Target,NA
AN0384,false,AN0384,AN0384,blue,0.37670504,0.210384328,Target,NA
AN0385,false,AN0385,AN0385,black,0.065070569,-0.250910303,Target,NA
AN0386,false,AN0386,AN0386,NA,NA,NA,NA,NA
AN0387,false,AN0387,cryA,turquoise,0.2265555,-0.1557472,Target,NA
AN0388,false,AN0388,AN0388,brown,0.1495547,-0.1533162,Transcription factor,Extebeste et al. 2021
AN0389,false,AN0389,AN0389,cyan,0.3640529,-0.5745408,Target,NA
AN0390,false,AN0390,AN0390,NA,NA,NA,NA,NA
AN0391,false,AN0391,AN0391,NA,NA,NA,NA,NA
AN0392,false,AN0392,AN0392,royalblue,0.01449419,0.5268482,Target,NA
AN0393,false,AN0393,dfgC,darkmagenta,0.5699386,0.6575941,Target,NA
AN0394,false,AN0394,AN0394,red,0.5083666,-0.7324023,Target,NA
AN0395,false,AN0395,ippB,NA,NA,NA,NA,NA
AN0396,false,AN0396,AN0396,NA,NA,NA,Transcription factor,Extebeste et al. 2021
AN0397,false,AN0397,AN0397,NA,NA,NA,NA,NA
AN0398,false,AN0398,AN0398,darkorange,0.173419,-0.1693266,Target,NA
AN0399,false,AN0399,nrtB,blue,0.306534329,0.300406644,Target,NA
AN0400,false,AN0400,AN0400,NA,NA,NA,NA,NA
AN0401,false,AN0401,AN0401,greenyellow,0.3599811,0.4435482,Target,NA
AN0402,false,AN0402,AN0402,greenyellow,0.4308191,0.4326265,Target,NA
